turn_id,strategy_id,model_id,direction,maximum_edge,best_open_time,best_open_price,best_close_time,best_close_price,preliminary_status,causal_mode_in_status,final_capture_class,causal_reason,review_notes
2026-08-14_132024.SH_T090,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.214,13:42:13,135.7,13:43:19,135.914,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T090,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.214,13:42:13,135.7,13:43:19,135.914,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T091,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.112,13:43:19,135.914,13:44:08,135.802,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T091,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.112,13:43:19,135.914,13:44:08,135.802,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T092,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.449,13:44:08,135.802,13:44:48,136.251,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T092,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.449,13:44:08,135.802,13:44:48,136.251,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T093,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.602,13:44:48,136.251,13:45:18,135.649,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T093,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.602,13:44:48,136.251,13:45:18,135.649,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T094,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.602,13:45:18,135.649,13:45:33,136.251,economic_pair_within_turn_needs_overlap_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T094,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.602,13:45:18,135.649,13:45:33,136.251,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T095,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.64,13:45:33,136.251,13:46:27,135.611,economic_pair_nearby_needs_cross_turn_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T095,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.64,13:45:33,136.251,13:46:27,135.611,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T096,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.038,13:46:27,135.611,13:46:27,135.649,economic_pair_nearby_needs_cross_turn_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T096,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.038,13:46:27,135.611,13:46:27,135.649,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T097,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.019,13:46:27,135.649,13:46:34,135.63,economic_pair_nearby_needs_cross_turn_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T097,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.019,13:46:27,135.649,13:46:34,135.63,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T098,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.551,13:46:34,135.63,13:46:54,136.181,economic_pair_nearby_needs_cross_turn_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T098,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.551,13:46:34,135.63,13:46:54,136.181,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T099,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.362,13:46:54,136.181,13:47:14,135.819,economic_pair_nearby_needs_cross_turn_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T099,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.362,13:46:54,136.181,13:47:14,135.819,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T100,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.362,13:47:14,135.819,13:47:30,136.181,economic_pair_nearby_needs_cross_turn_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T100,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.362,13:47:14,135.819,13:47:30,136.181,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T101,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.37,13:47:30,136.181,13:47:52,135.811,economic_pair_nearby_needs_cross_turn_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T101,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.37,13:47:30,136.181,13:47:52,135.811,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T102,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.288,13:47:52,135.811,13:51:20,136.099,economic_pair_within_turn_needs_overlap_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T102,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.288,13:47:52,135.811,13:51:20,136.099,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T103,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.288,13:51:20,136.099,13:52:45,135.811,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T103,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.288,13:51:20,136.099,13:52:45,135.811,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T104,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.164,13:52:45,135.811,13:55:20,135.975,exact_best_pair_capture,unreviewed,unreviewed,,
2026-08-14_132024.SH_T104,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.164,13:52:45,135.811,13:55:20,135.975,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T105,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.074,13:55:20,135.975,13:55:36,135.901,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T105,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.074,13:55:20,135.975,13:55:36,135.901,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T106,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.198,13:55:36,135.901,13:56:54,136.099,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T106,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.198,13:55:36,135.901,13:56:54,136.099,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T107,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.188,13:56:54,136.099,13:57:41,135.911,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T107,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.188,13:56:54,136.099,13:57:41,135.911,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T108,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.148,13:57:41,135.911,13:58:50,136.059,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T108,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.148,13:57:41,135.911,13:58:50,136.059,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T109,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.142,13:58:50,136.059,13:59:27,135.917,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T109,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.142,13:58:50,136.059,13:59:27,135.917,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T110,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.381,13:59:27,135.917,14:01:20,136.298,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T110,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.381,13:59:27,135.917,14:01:20,136.298,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
