turn_id,market_date,code,direction,best_open_time,best_open_price,best_close_time,best_close_price,maximum_edge,maximum_matchable_hands,best_pair_tape_capacity_bonds,expected_open_side,expected_close_side,strategy_id,fill_mode,model_id,initial_inventory_bonds,maximum_inventory_bonds,inventory_before_open_strict_bonds,inventory_after_open_second_bonds,cash_before_open_strict,cash_after_open_second,opening_action_capacity_strict_bonds,opening_action_capacity_including_same_second_bonds,opening_action_capacity_low_bonds,opening_action_capacity_high_bonds,standard_or_tape_required_bonds,active_reaching_open_order_count,preexisting_reaching_open_order_count,active_reaching_open_orders,exact_capture_status,matching_open_fills,matching_close_fills,economic_pair_within_turn,economic_pair_nearby_120s,economic_pair_cross_turn_600s,preliminary_status,causal_mode_in_status,final_capture_class
2026-08-13_132026.SH_T093,2026-08-13,132026.SH,sell_then_buy,14:14:36,136.9,14:14:37,136.811,0.089,38,380,sell,buy,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,380,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T093,2026-08-13,132026.SH,sell_then_buy,14:14:36,136.9,14:14:37,136.811,0.089,38,380,sell,buy,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,2000.0,2000.0,8214.76,8214.76,2000,2000,2000,2000,380,1,1,"[{""order_id"": 958, ""kind"": ""inventory_exit"", ""limit_price"": 136.897, ""quantity_bonds"": 1000.0, ""filled_quantity_bonds"": 0.0, ""created_market_time"": ""14:14:30"", ""updated_market_time"": ""14:14:39"", ""status"": ""cancelled"", ""cancel_reason"": ""maker_reprice"", ""initial_queue_ahead_bonds"": 2000.0, ""final_queue_ahead_bonds"": 2000.0, ""created_same_second_as_tape"": false}]",not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,preexisting_reaching_order_needs_execution_audit,unreviewed,unreviewed
2026-08-13_132026.SH_T094,2026-08-13,132026.SH,buy_then_sell,14:14:37,136.811,14:15:21,136.899,0.088,38,380,buy,sell,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,380,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T094,2026-08-13,132026.SH,buy_then_sell,14:14:37,136.811,14:15:21,136.899,0.088,38,380,buy,sell,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,2000.0,2000.0,8214.76,8214.76,0,0,0,0,380,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,"{""open_time"": ""14:05:00"", ""open_price"": 136.709, ""open_quantity_bonds"": 1000.0, ""close_time"": ""14:15:39"", ""close_price"": 136.899, ""close_quantity_bonds"": 1000.0, ""matched_quantity_bonds"": 1000.0, ""edge"": 0.19, ""gross_edge_cash"": 190.0}",economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed
2026-08-13_132026.SH_T095,2026-08-13,132026.SH,sell_then_buy,14:15:21,136.899,14:15:28,136.82,0.079,200,2000,sell,buy,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T095,2026-08-13,132026.SH,sell_then_buy,14:15:21,136.899,14:15:28,136.82,0.079,200,2000,sell,buy,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,2000.0,2000.0,8214.76,8214.76,2000,2000,2000,2000,1000,1,1,"[{""order_id"": 961, ""kind"": ""inventory_exit"", ""limit_price"": 136.899, ""quantity_bonds"": 1000.0, ""filled_quantity_bonds"": 1000.0, ""created_market_time"": ""14:14:45"", ""updated_market_time"": ""14:15:39"", ""status"": ""filled"", ""cancel_reason"": null, ""initial_queue_ahead_bonds"": 2000.0, ""final_queue_ahead_bonds"": 0.0, ""created_same_second_as_tape"": false}]",not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,preexisting_reaching_order_needs_execution_audit,unreviewed,unreviewed
2026-08-13_132026.SH_T096,2026-08-13,132026.SH,buy_then_sell,14:15:28,136.82,14:15:38,136.899,0.079,300,1000,buy,sell,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T096,2026-08-13,132026.SH,buy_then_sell,14:15:28,136.82,14:15:38,136.899,0.079,300,1000,buy,sell,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,2000.0,2000.0,8214.76,8214.76,0,0,0,0,1000,0,0,[],best_pair_close_leg_matched_only,[],"[{""order_id"": 961, ""strategy_id"": ""maker_v01_queue"", ""model_id"": ""maker_queue_v1_0"", ""market_time"": ""14:15:39"", ""side"": ""sell"", ""price"": 136.899, ""quantity_bonds"": 1000.0, ""fill_reason"": ""passive_sell"", ""inventory_after_bonds"": 1000.0, ""reference_tick_id"": 73423, ""crossed_book_residual_price"": 0.0, ""crossed_book_residual_bonds"": 0.0}]",null,null,null,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed
2026-08-13_132026.SH_T097,2026-08-13,132026.SH,sell_then_buy,14:15:38,136.899,14:15:46,136.82,0.079,300,1000,sell,buy,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T097,2026-08-13,132026.SH,sell_then_buy,14:15:38,136.899,14:15:46,136.82,0.079,300,1000,sell,buy,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,2000.0,2000.0,8214.76,8214.76,2000,2000,2000,2000,1000,1,1,"[{""order_id"": 961, ""kind"": ""inventory_exit"", ""limit_price"": 136.899, ""quantity_bonds"": 1000.0, ""filled_quantity_bonds"": 1000.0, ""created_market_time"": ""14:14:45"", ""updated_market_time"": ""14:15:39"", ""status"": ""filled"", ""cancel_reason"": null, ""initial_queue_ahead_bonds"": 2000.0, ""final_queue_ahead_bonds"": 0.0, ""created_same_second_as_tape"": false}]",best_pair_open_leg_matched_only,"[{""order_id"": 961, ""strategy_id"": ""maker_v01_queue"", ""model_id"": ""maker_queue_v1_0"", ""market_time"": ""14:15:39"", ""side"": ""sell"", ""price"": 136.899, ""quantity_bonds"": 1000.0, ""fill_reason"": ""passive_sell"", ""inventory_after_bonds"": 1000.0, ""reference_tick_id"": 73423, ""crossed_book_residual_price"": 0.0, ""crossed_book_residual_bonds"": 0.0}]",[],null,null,null,preexisting_reaching_order_needs_execution_audit,unreviewed,unreviewed
2026-08-13_132026.SH_T098,2026-08-13,132026.SH,buy_then_sell,14:15:46,136.82,14:22:57,137.011,0.191,770,1000,buy,sell,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T098,2026-08-13,132026.SH,buy_then_sell,14:15:46,136.82,14:22:57,137.011,0.191,770,1000,buy,sell,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,145113.76,145113.76,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T099,2026-08-13,132026.SH,sell_then_buy,14:22:57,137.011,14:28:50,136.801,0.21,770,1000,sell,buy,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,"{""open_time"": ""14:08:51"", ""open_price"": 136.998, ""open_quantity_bonds"": 1000.0, ""close_time"": ""14:35:21"", ""close_price"": 136.611, ""close_quantity_bonds"": 380.0, ""matched_quantity_bonds"": 380.0, ""edge"": 0.387, ""gross_edge_cash"": 147.06}",economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed
2026-08-13_132026.SH_T099,2026-08-13,132026.SH,sell_then_buy,14:22:57,137.011,14:28:50,136.801,0.21,770,1000,sell,buy,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,145113.76,145113.76,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,"{""open_time"": ""14:15:39"", ""open_price"": 136.899, ""open_quantity_bonds"": 1000.0, ""close_time"": ""14:37:15"", ""close_price"": 136.708, ""close_quantity_bonds"": 1000.0, ""matched_quantity_bonds"": 1000.0, ""edge"": 0.191, ""gross_edge_cash"": 191.0}",economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed
2026-08-13_132026.SH_T100,2026-08-13,132026.SH,buy_then_sell,14:28:50,136.801,14:29:00,136.999,0.198,100,1000,buy,sell,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T100,2026-08-13,132026.SH,buy_then_sell,14:28:50,136.801,14:29:00,136.999,0.198,100,1000,buy,sell,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,145113.76,145113.76,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T101,2026-08-13,132026.SH,sell_then_buy,14:29:00,136.999,14:29:03,136.801,0.198,100,1000,sell,buy,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T101,2026-08-13,132026.SH,sell_then_buy,14:29:00,136.999,14:29:03,136.801,0.198,100,1000,sell,buy,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,145113.76,145113.76,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T102,2026-08-13,132026.SH,buy_then_sell,14:29:03,136.801,14:29:18,137.0,0.199,700,1450,buy,sell,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T102,2026-08-13,132026.SH,buy_then_sell,14:29:03,136.801,14:29:18,137.0,0.199,700,1450,buy,sell,maker_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,145113.76,145113.76,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-13_132026.SH_T103,2026-08-13,132026.SH,sell_then_buy,14:29:18,137.0,14:30:23,136.901,0.099,385,3000,sell,buy,maker_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,150031.66,150031.66,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
