turn_id,market_date,code,direction,best_open_time,best_open_price,best_close_time,best_close_price,maximum_edge,maximum_matchable_hands,best_pair_tape_capacity_bonds,expected_open_side,expected_close_side,strategy_id,fill_mode,model_id,initial_inventory_bonds,maximum_inventory_bonds,inventory_before_open_strict_bonds,inventory_after_open_second_bonds,cash_before_open_strict,cash_after_open_second,opening_action_capacity_strict_bonds,opening_action_capacity_including_same_second_bonds,opening_action_capacity_low_bonds,opening_action_capacity_high_bonds,standard_or_tape_required_bonds,active_reaching_open_order_count,preexisting_reaching_open_order_count,active_reaching_open_orders,exact_capture_status,matching_open_fills,matching_close_fills,economic_pair_within_turn,economic_pair_nearby_120s,economic_pair_cross_turn_600s,preliminary_status,causal_mode_in_status,final_capture_class
2026-08-14_132024.SH_T035,2026-08-14,132024.SH,sell_then_buy,10:51:09,136.748,10:53:39,136.5,0.248,119,1000,sell,buy,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,0.0,0.0,274798.0,274798.0,0,0,0,0,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed
2026-08-14_132024.SH_T036,2026-08-14,132024.SH,sell_then_buy,10:53:59,136.5,10:58:53,136.201,0.299,100,1000,sell,buy,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,141939.99,141939.99,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,"{""open_time"": ""10:51:11"", ""open_price"": 136.746, ""open_quantity_bonds"": 190.0, ""close_time"": ""10:59:41"", ""close_price"": 136.202, ""close_quantity_bonds"": 1000.0, ""matched_quantity_bonds"": 190.0, ""edge"": 0.544, ""gross_edge_cash"": 103.36}",economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed
2026-08-14_132024.SH_T036,2026-08-14,132024.SH,sell_then_buy,10:53:59,136.5,10:58:53,136.201,0.299,100,1000,sell,buy,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T037,2026-08-14,132024.SH,sell_then_buy,10:59:41,136.201,11:06:28,136.012,0.189,100,1000,sell,buy,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,2000.0,141939.99,5737.99,1000,2000,1000,2000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,"{""open_time"": ""10:51:11"", ""open_price"": 136.746, ""open_quantity_bonds"": 190.0, ""close_time"": ""10:59:41"", ""close_price"": 136.202, ""close_quantity_bonds"": 1000.0, ""matched_quantity_bonds"": 190.0, ""edge"": 0.544, ""gross_edge_cash"": 103.36}",economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed
2026-08-14_132024.SH_T037,2026-08-14,132024.SH,sell_then_buy,10:59:41,136.201,11:06:28,136.012,0.189,100,1000,sell,buy,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T038,2026-08-14,132024.SH,buy_then_sell,11:06:28,136.012,11:14:45,136.498,0.486,119,1000,buy,sell,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,2000.0,2000.0,5737.99,5737.99,0,0,0,0,1000,0,0,[],best_pair_close_leg_matched_only,[],"[{""order_id"": 439, ""strategy_id"": ""maker_132024_v01_priority"", ""model_id"": ""maker_priority_v1_33_candidate"", ""market_time"": ""11:14:47"", ""side"": ""sell"", ""price"": 136.496, ""quantity_bonds"": 1000.0, ""fill_reason"": ""passive_sell"", ""inventory_after_bonds"": 1000.0, ""reference_tick_id"": 81294, ""crossed_book_residual_price"": 0.0, ""crossed_book_residual_bonds"": 0.0}]",null,null,"{""open_time"": ""10:59:41"", ""open_price"": 136.202, ""open_quantity_bonds"": 1000.0, ""close_time"": ""11:14:47"", ""close_price"": 136.496, ""close_quantity_bonds"": 1000.0, ""matched_quantity_bonds"": 1000.0, ""edge"": 0.294, ""gross_edge_cash"": 294.0}",economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed
2026-08-14_132024.SH_T038,2026-08-14,132024.SH,buy_then_sell,11:06:28,136.012,11:14:45,136.498,0.486,119,1000,buy,sell,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T039,2026-08-14,132024.SH,sell_then_buy,11:14:45,136.498,11:21:45,136.251,0.247,19,190,sell,buy,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,2000.0,2000.0,5737.99,5737.99,2000,2000,2000,2000,190,1,1,"[{""order_id"": 439, ""kind"": ""inventory_exit"", ""limit_price"": 136.496, ""quantity_bonds"": 1000.0, ""filled_quantity_bonds"": 1000.0, ""created_market_time"": ""11:06:44"", ""updated_market_time"": ""11:14:47"", ""status"": ""filled"", ""cancel_reason"": null, ""initial_queue_ahead_bonds"": 0.0, ""final_queue_ahead_bonds"": 0.0, ""created_same_second_as_tape"": false}]",best_pair_open_leg_matched_only,"[{""order_id"": 439, ""strategy_id"": ""maker_132024_v01_priority"", ""model_id"": ""maker_priority_v1_33_candidate"", ""market_time"": ""11:14:47"", ""side"": ""sell"", ""price"": 136.496, ""quantity_bonds"": 1000.0, ""fill_reason"": ""passive_sell"", ""inventory_after_bonds"": 1000.0, ""reference_tick_id"": 81294, ""crossed_book_residual_price"": 0.0, ""crossed_book_residual_bonds"": 0.0}]",[],null,"{""open_time"": ""11:14:47"", ""open_price"": 136.496, ""open_quantity_bonds"": 1000.0, ""close_time"": ""11:22:53"", ""close_price"": 136.252, ""close_quantity_bonds"": 190.0, ""matched_quantity_bonds"": 190.0, ""edge"": 0.244, ""gross_edge_cash"": 46.36}","{""open_time"": ""11:14:47"", ""open_price"": 136.496, ""open_quantity_bonds"": 1000.0, ""close_time"": ""11:29:11"", ""close_price"": 136.201, ""close_quantity_bonds"": 810.0, ""matched_quantity_bonds"": 810.0, ""edge"": 0.295, ""gross_edge_cash"": 238.95}",economic_pair_nearby_needs_cross_turn_review,unreviewed,unreviewed
2026-08-14_132024.SH_T039,2026-08-14,132024.SH,sell_then_buy,11:14:45,136.498,11:21:45,136.251,0.247,19,190,sell,buy,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,190,1,1,"[{""order_id"": 440, ""kind"": ""inventory_exit"", ""limit_price"": 136.498, ""quantity_bonds"": 1000.0, ""filled_quantity_bonds"": 0.0, ""created_market_time"": ""11:08:44"", ""updated_market_time"": ""11:14:50"", ""status"": ""cancelled"", ""cancel_reason"": ""maker_reprice"", ""initial_queue_ahead_bonds"": 6000.0, ""final_queue_ahead_bonds"": 5000.0, ""created_same_second_as_tape"": false}]",not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,preexisting_reaching_order_needs_execution_audit,unreviewed,unreviewed
2026-08-14_132024.SH_T040,2026-08-14,132024.SH,buy_then_sell,11:21:45,136.251,11:22:05,136.495,0.244,19,190,buy,sell,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,142233.99,142233.99,1000,1000,1000,1000,190,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T040,2026-08-14,132024.SH,buy_then_sell,11:21:45,136.251,11:22:05,136.495,0.244,19,190,buy,sell,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,190,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T041,2026-08-14,132024.SH,sell_then_buy,11:22:05,136.495,11:22:51,136.251,0.244,100,190,sell,buy,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1000.0,1000.0,142233.99,142233.99,1000,1000,1000,1000,190,0,0,[],best_pair_close_leg_matched_only,[],"[{""order_id"": 459, ""strategy_id"": ""maker_132024_v01_priority"", ""model_id"": ""maker_priority_v1_33_candidate"", ""market_time"": ""11:22:53"", ""side"": ""buy"", ""price"": 136.252, ""quantity_bonds"": 190.0, ""fill_reason"": ""passive_buy"", ""inventory_after_bonds"": 1190.0, ""reference_tick_id"": 81564, ""crossed_book_residual_price"": 0.0, ""crossed_book_residual_bonds"": 0.0}]",null,null,"{""open_time"": ""11:14:47"", ""open_price"": 136.496, ""open_quantity_bonds"": 1000.0, ""close_time"": ""11:29:11"", ""close_price"": 136.201, ""close_quantity_bonds"": 810.0, ""matched_quantity_bonds"": 810.0, ""edge"": 0.295, ""gross_edge_cash"": 238.95}",economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed
2026-08-14_132024.SH_T041,2026-08-14,132024.SH,sell_then_buy,11:22:05,136.495,11:22:51,136.251,0.244,100,190,sell,buy,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,190,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T042,2026-08-14,132024.SH,sell_then_buy,11:23:01,136.251,11:23:01,136.25,0.001,19,190,sell,buy,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1190.0,1190.0,116346.11,116346.11,1190,1190,1190,1190,190,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,"{""open_time"": ""11:14:47"", ""open_price"": 136.496, ""open_quantity_bonds"": 1000.0, ""close_time"": ""11:29:11"", ""close_price"": 136.201, ""close_quantity_bonds"": 810.0, ""matched_quantity_bonds"": 810.0, ""edge"": 0.295, ""gross_edge_cash"": 238.95}",economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed
2026-08-14_132024.SH_T042,2026-08-14,132024.SH,sell_then_buy,11:23:01,136.251,11:23:01,136.25,0.001,19,190,sell,buy,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,190,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T043,2026-08-14,132024.SH,buy_then_sell,11:23:01,136.25,11:26:11,136.544,0.294,19,190,buy,sell,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1190.0,1190.0,116346.11,116346.11,810,810,810,810,190,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T043,2026-08-14,132024.SH,buy_then_sell,11:23:01,136.25,11:26:11,136.544,0.294,19,190,buy,sell,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,190,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T044,2026-08-14,132024.SH,sell_then_buy,11:26:11,136.544,11:27:21,136.35,0.194,100,190,sell,buy,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1190.0,1190.0,116346.11,116346.11,1190,1190,1190,1190,190,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,"{""open_time"": ""11:14:47"", ""open_price"": 136.496, ""open_quantity_bonds"": 1000.0, ""close_time"": ""11:29:11"", ""close_price"": 136.201, ""close_quantity_bonds"": 810.0, ""matched_quantity_bonds"": 810.0, ""edge"": 0.295, ""gross_edge_cash"": 238.95}",economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed
2026-08-14_132024.SH_T044,2026-08-14,132024.SH,sell_then_buy,11:26:11,136.544,11:27:21,136.35,0.194,100,190,sell,buy,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,190,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T045,2026-08-14,132024.SH,sell_then_buy,11:27:24,136.35,11:28:40,136.251,0.099,81,810,sell,buy,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1190.0,1190.0,116346.11,116346.11,1190,1190,1190,1190,810,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T045,2026-08-14,132024.SH,sell_then_buy,11:27:24,136.35,11:28:40,136.251,0.099,81,810,sell,buy,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,810,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T046,2026-08-14,132024.SH,sell_then_buy,11:29:02,136.251,13:04:01,136.131,0.12,100,1000,sell,buy,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,1190.0,1190.0,116346.11,116346.11,1190,1190,1190,1190,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T046,2026-08-14,132024.SH,sell_then_buy,11:29:02,136.251,13:04:01,136.131,0.12,100,1000,sell,buy,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
2026-08-14_132024.SH_T047,2026-08-14,132024.SH,buy_then_sell,13:04:01,136.131,13:05:44,136.737,0.606,100,1000,buy,sell,maker_132024_v01_priority,priority,maker_priority_v1_33_candidate,1000.0,2000.0,2000.0,2000.0,6023.3,6023.3,0,0,0,0,1000,0,0,[],best_pair_close_leg_matched_only,[],"[{""order_id"": 472, ""strategy_id"": ""maker_132024_v01_priority"", ""model_id"": ""maker_priority_v1_33_candidate"", ""market_time"": ""13:05:44"", ""side"": ""sell"", ""price"": 136.736, ""quantity_bonds"": 190.0, ""fill_reason"": ""passive_sell"", ""inventory_after_bonds"": 1810.0, ""reference_tick_id"": 82052, ""crossed_book_residual_price"": 0.0, ""crossed_book_residual_bonds"": 0.0}, {""order_id"": 479, ""strategy_id"": ""maker_132024_v01_priority"", ""model_id"": ""maker_priority_v1_33_candidate"", ""market_time"": ""13:05:44"", ""side"": ""sell"", ""price"": 136.736, ""quantity_bonds"": 810.0, ""fill_reason"": ""passive_sell"", ""inventory_after_bonds"": 1000.0, ""reference_tick_id"": 82052, ""crossed_book_residual_price"": 0.0, ""crossed_book_residual_bonds"": 0.0}]","{""open_time"": ""11:29:11"", ""open_price"": 136.201, ""open_quantity_bonds"": 810.0, ""close_time"": ""13:05:44"", ""close_price"": 136.736, ""close_quantity_bonds"": 810.0, ""matched_quantity_bonds"": 810.0, ""edge"": 0.535, ""gross_edge_cash"": 433.35}","{""open_time"": ""11:29:11"", ""open_price"": 136.201, ""open_quantity_bonds"": 810.0, ""close_time"": ""13:05:44"", ""close_price"": 136.736, ""close_quantity_bonds"": 810.0, ""matched_quantity_bonds"": 810.0, ""edge"": 0.535, ""gross_edge_cash"": 433.35}","{""open_time"": ""11:29:11"", ""open_price"": 136.201, ""open_quantity_bonds"": 810.0, ""close_time"": ""13:05:44"", ""close_price"": 136.736, ""close_quantity_bonds"": 810.0, ""matched_quantity_bonds"": 810.0, ""edge"": 0.535, ""gross_edge_cash"": 433.35}",economic_pair_within_turn_needs_overlap_review,unreviewed,unreviewed
2026-08-14_132024.SH_T047,2026-08-14,132024.SH,buy_then_sell,13:04:01,136.131,13:05:44,136.737,0.606,100,1000,buy,sell,maker_132024_v01_queue,queue,maker_queue_v1_0,1000.0,2000.0,1000.0,1000.0,138298.0,138298.0,1000,1000,1000,1000,1000,0,0,[],not_exactly_matched_needs_causal_execution_audit,[],[],null,null,null,causal_mode_in_review_required,unreviewed,unreviewed
